Symbol,Date,Open,High,Low,Close,Volume
SGTR,30-May-2018,257.21,258.25,254.29,257.8,0
SGV,30-May-2018,263.73,270.14,263.59,270.08,0
SGWN,30-May-2018,2865.17,2869.95,2848.19,2869.95,0
SGWP,30-May-2018,2484.3,2487.94,2469.17,2487.94,0
SGWT,30-May-2018,168.86,169.9,167.76,169.8,0
SGX,30-May-2018,477.07,484.26,474.76,483.68,0
SGY,30-May-2018,387.27,388.1,381.77,387.47,0
SHTR,30-May-2018,1295.37,1315.26,1295.37,1310.21,0
SIDO,30-May-2018,2115.2,2121.67,2104.9,2120.78,0
SIFD,30-May-2018,22.85,61.42,21.42,52.85,0
SIFI,30-May-2018,52.85,58.57,51.42,57.14,0
SIII,30-May-2018,1564.57,1576.87,1557.42,1572.14,0
SIIP,30-May-2018,93.88,94.21,93.71,93.73,0
SIIS,30-May-2018,102.83,103.19,102.64,102.66,0
SIIT,30-May-2018,112.35,112.74,112.14,112.17,0
SIOF,30-May-2018,34.28,41.42,34.28,38.57,0
SIOH,30-May-2018,44.28,52.85,44.28,48.57,0
SIPR,30-May-2018,1212.39,1212.39,1200.33,1204.42,0
SIRI,30-May-2018,167.67,167.8,167.62,167.8,0
SIRP,30-May-2018,126.88,127.38,125.94,127.35,0
SITH,30-May-2018,57.14,60,55.71,60,0
SITR,30-May-2018,544.98,557.08,544.98,555.17,0
SITW,30-May-2018,64.28,84.28,61.42,80,0
SIUT,30-May-2018,23.17,23.17,22.48,22.57,0
SIV,30-May-2018,18.04,18.87,17.28,18.76,0
SJPA,30-May-2018,1580.82,1581.06,1565.99,1570.35,0
SJPB,30-May-2018,1891.52,1893.45,1875.08,1878.68,0
SJPC,30-May-2018,3146.47,3148.03,3120.5,3126.11,0
SJPD,30-May-2018,1402.74,1402.74,1388.98,1393.38,0
SJPE,30-May-2018,1527.02,1529.15,1513.34,1518.34,0
SJRI,30-May-2018,2984.41,2990.53,2945.47,2950.42,0
SJTR,30-May-2018,1425.11,1444.4,1425.11,1434.28,0
SKFD,30-May-2018,41.66,61.11,37.5,56.94,0
SKFI,30-May-2018,73.61,79.16,73.61,76.38,0
SKOF,30-May-2018,63.88,69.44,62.5,66.66,0
SKOH,30-May-2018,68.05,73.61,68.05,72.22,0
SKTH,30-May-2018,76.38,80.55,75,75,0
SKTR,30-May-2018,608.22,616.38,608.22,614.76,0
SKTW,30-May-2018,58.33,72.22,56.94,68.05,0
SLAC,30-May-2018,5192.96,5242.55,5165.56,5211.74,0
SLCN,30-May-2018,240.72,244.24,240.72,243.74,0
SLCT,30-May-2018,320.69,325.37,320.69,324.71,0
SLCU,30-May-2018,294.25,298.55,294.25,297.94,0
SLEE,30-May-2018,124.69,124.82,123.32,124.69,0
SLER,30-May-2018,64.07,64.14,63.37,64.07,0
SLEW,30-May-2018,1186.63,1206.77,1186.63,1204.12,0
SLFD,30-May-2018,54.34,60.86,50,54.34,0
SLFI,30-May-2018,45.65,45.65,39.13,41.3,0
SLOF,30-May-2018,36.95,43.47,36.95,36.95,0
SLOH,30-May-2018,45.65,45.65,43.47,43.47,0
SLPE,30-May-2018,1082.34,1082.34,1072.87,1078.32,0
SLPX,30-May-2018,267.32,271.74,266.71,271.39,0
SLRT,30-May-2018,68.97,69.05,68.22,68.98,0
SLTH,30-May-2018,43.47,45.65,41.3,45.65,0
SLTW,30-May-2018,54.34,60.86,54.34,56.52,0
SLUN,30-May-2018,6930.6,7135.75,6930.6,7108.35,0
SLUT,30-May-2018,9069.66,9216.92,9040.75,9203.89,0
SLV,30-May-2018,16.38,16.58,16.33,16.54,104493
SML,30-May-2018,1008.51,1020.54,1007.98,1018.46,391117400
SMPR,30-May-2018,1253.79,1253.79,1241.36,1246.56,0
SMRW,30-May-2018,6809.01,6955.22,6809.01,6928.39,0
SMSS,30-May-2018,7423.02,7529.24,7423.02,7511.35,0
SMTI,30-May-2018,1506.69,1506.71,1491.78,1498.02,0
SMTR,30-May-2018,238.41,239,235.73,238.64,0
SMXT,30-May-2018,160.38,160.77,158.83,160.04,0
SNAC,30-May-2018,337.25,337.27,332.29,333.32,0
SNCH,30-May-2018,152.66,152.66,150.65,151.01,0
SNCT,30-May-2018,192.9,192.9,189.65,190.11,0
SNER,30-May-2018,77.14,77.21,75.86,76.59,0
SNNE,30-May-2018,3164.26,3173.27,3146.15,3168.65,0
SNNT,30-May-2018,4126.64,4176.01,4115.63,4175.32,0
SNRE,30-May-2018,2382.33,2396.81,2366.61,2396.81,0
SNRT,30-May-2018,83.04,83.12,81.67,82.45,0
SNRU,30-May-2018,2727.97,2772.25,2720.9,2765.33,0
SNTE,30-May-2018,204.19,204.19,200.75,201.27,0
SNUI,30-May-2018,128.5,128.62,126.39,127.59,0
SOBC,30-May-2018,24.82,25,24.21,24.28,0
SOCC,30-May-2018,28.64,28.89,28.05,28.15,0
SOTR,30-May-2018,626.34,629.53,625.59,628.05,0
SP500,30-May-2018,2702.43,2729.34,2702.43,2724.01,2032100000
SPAA,30-May-2018,85.09,86.25,84.72,86.06,0
SPAB,30-May-2018,116.82,117.39,115.76,117.39,0
SPAC,30-May-2018,68.48,69.63,68.4,69.47,0
SPAD,30-May-2018,619.26,622.44,616.26,621.81,0
SPEE,30-May-2018,145.14,145.2,143.96,144.8,0
SPER,30-May-2018,650.16,653.51,647.01,652.84,0
SPEY,30-May-2018,140.32,141.21,140.16,140.93,0
SPFD,30-May-2018,45.45,87.87,45.45,84.84,0
SPFI,30-May-2018,33.33,45.45,33.33,45.45,0
SPIN,30-May-2018,240.8,242.39,240.16,241.49,0
SPIR,30-May-2018,196.03,196.96,195.14,196.22,0
SPLR,30-May-2018,680.97,684.2,677.89,681.65,0
SPOF,30-May-2018,24.24,30.3,24.24,30.3,0
SPOH,30-May-2018,24.24,36.36,24.24,36.36,0
SPPR,30-May-2018,966.74,981.82,966.21,980.35,0
SPRL,30-May-2018,147.44,148.37,147.08,148.33,0
SPRT,30-May-2018,1132.28,1138.11,1126.8,1136.94,0
SPTH,30-May-2018,30.3,39.39,30.3,36.36,0
SPTW,30-May-2018,54.54,78.78,54.54,72.72,0
SPUS,30-May-2018,214.31,214.4,212.42,214.01,0
SPX,30-May-2018,2702.43,2729.34,2702.43,2724.01,0
SPXT,30-May-2018,5311.36,5364.21,5311.36,5353.76,0
SQTR,30-May-2018,1975.2,1999.21,1975.2,1995.85,0
SRER,30-May-2018,135.97,136.07,135.93,136.07,0
SRFF,30-May-2018,103.55,103.57,103.55,103.57,0
SRFI,30-May-2018,445.67,455.68,445.67,454.32,0
SRIC,30-May-2018,4237.54,4237.54,4198.84,4213.63,0
SRIE,30-May-2018,4570.46,4570.46,4492.21,4515.91,0
SRMP,30-May-2018,1640.71,1671.34,1635.31,1666.05,0
SRPR,30-May-2018,176.55,178.9,176.34,178.44,0
SRTR,30-May-2018,380.52,387.09,379.41,385.72,0
SRWI,30-May-2018,7530.65,7653.85,7530.65,7637.79,0
SS1E,30-May-2018,2823.84,2860.41,2823.84,2850.31,0
SS1J,30-May-2018,2206.93,2284.85,2206.93,2273.9,0
SS2E,30-May-2018,3554.57,3588.79,3552.11,3582.1,0
SS2J,30-May-2018,3663.6,3718.54,3663.6,3709.27,0
SS3E,30-May-2018,11096.33,11279.34,11096.33,11245.81,0
SS3J,30-May-2018,4231.61,4298.49,4229.2,4288.36,0
SS4E,30-May-2018,9572.92,9695.04,9572.92,9654.28,0
SS4J,30-May-2018,3790.44,3870.68,3790.44,3858.2,0
SS5E,30-May-2018,1320.25,1334.48,1314.57,1331.46,0
SS5J,30-May-2018,910.59,918.48,908.29,916.82,0
SSAE,30-May-2018,472.43,472.43,459.5,462.03,0
SSAI,30-May-2018,735.18,735.18,715.05,718.98,0
SSAU,30-May-2018,530.06,530.06,520.2,521.03,0
SSAX,30-May-2018,5118.55,5119.63,5017.7,5031.14,0
SSBE,30-May-2018,3173.28,3173.28,3118.96,3135.41,0
SSBR,30-May-2018,2927.86,2933.09,2916.34,2926.61,0
SSCA,30-May-2018,319.4,319.41,315.72,316.49,0
SSCB,30-May-2018,278.67,280.7,276.43,278.68,0
SSCE,30-May-2018,308.42,308.73,306.16,308.7,0
SSCH,30-May-2018,646.38,646.4,637.57,638.92,0
SSCK,30-May-2018,291.16,291.18,288.71,289.9,0
SSCL,30-May-2018,256.91,259.44,254.8,259.28,0
SSCM,30-May-2018,9055.93,9189.4,9055.93,9170.63,0
SSCP,30-May-2018,214.25,214.52,211,211.58,0
SSCQ,30-May-2018,463.32,469.83,463.05,469.17,0
SSCS,30-May-2018,411.19,411.47,407.86,411.25,0
SSCU,30-May-2018,390.4,394.94,389.74,393.63,0
SSCW,30-May-2018,316.24,317.02,314.09,317,0
SSDI,30-May-2018,9.5,9.98,9.5,9.98,0
SSEN,30-May-2018,227.73,227.82,225.93,227.82,0
SSER,30-May-2018,223.88,224.15,223.14,223.36,0
SSEW,30-May-2018,345.16,347.34,342.97,347.14,0
SSFB,30-May-2018,33.14,33.74,33.13,33.73,0
SSFD,30-May-2018,39.39,96.96,39.39,96.96,0
SSFI,30-May-2018,54.54,84.84,54.54,84.84,0
SSGA,30-May-2018,185.1,185.21,183.19,184.37,0
SSGC,30-May-2018,287.43,289.86,286.09,289.67,0
SSGD,30-May-2018,3377.83,3407.18,3376.92,3405.01,0
SSGE,30-May-2018,2347.43,2417.27,2345.87,2411.97,0
SSGF,30-May-2018,1401.24,1415.23,1393.47,1413.45,0
SSGG,30-May-2018,265.9,266.27,262.8,266.16,0
SSGH,30-May-2018,3110.92,3154.07,3108.17,3147.99,0
SSGI,30-May-2018,4243.82,4266.76,4231.25,4261.48,0
SSGL,30-May-2018,2322.76,2344.27,2316.06,2342.27,0
SSGM,30-May-2018,2766.15,2790.88,2754.41,2788.09,0
SSGN,30-May-2018,2709.31,2726.99,2699.31,2724.88,0
SSGO,30-May-2018,375.3,385.09,373.28,383.63,0
SSGP,30-May-2018,231.8,233.76,230.72,233.6,0
SSGR,30-May-2018,403.69,406.97,401.68,406.7,0
SSGS,30-May-2018,2692.18,2714.47,2687.51,2712.27,0
SSGT,30-May-2018,1089.22,1097.89,1088.14,1097.26,0
SSGU,30-May-2018,1458.02,1472.87,1457.08,1471.8,0
SSGX,30-May-2018,531.55,545.41,528.68,543.34,0
SSGZ,30-May-2018,927.33,950.08,920.81,946.2,0
SSHE,30-May-2018,1418.85,1425.76,1418.27,1424.13,0
SSHJ,30-May-2018,1691.69,1692.21,1680.37,1683.37,0
SSHX,30-May-2018,2386.93,2420.35,2386.93,2415.42,0
SSIA,30-May-2018,95.1,96.38,94.2,95.28,0
SSIB,30-May-2018,33.69,34.15,33.37,33.76,0
SSIC,30-May-2018,58.7,59.49,58.14,58.81,0
SSIP,30-May-2018,112.66,112.89,112.36,112.36,0
SSIS,30-May-2018,122.26,122.51,121.93,121.93,0
SSIT,30-May-2018,134.82,135.09,134.46,134.46,0
SSLF,30-May-2018,1132.95,1134.29,1127.15,1130.49,0
SSLS,30-May-2018,218.6,218.79,217.83,218.02,0
SSNI,30-May-2018,168.74,171.55,168.6,170.96,0
SSOF,30-May-2018,57.57,78.78,57.57,78.78,0
SSOH,30-May-2018,21.21,36.36,21.21,36.36,0
SSPA,30-May-2018,1552.22,1578.68,1552.22,1576.1,0
SSPE,30-May-2018,1549.5,1556.08,1546.68,1554.32,0
SSPF,30-May-2018,769.52,771.93,760.79,768.39,0
SSPI,30-May-2018,1833.34,1845.99,1832.56,1842.66,0
SSPL,30-May-2018,778.03,784.92,778.03,783.69,0
SSPN,30-May-2018,6172.99,6235.78,6172.99,6223.24,0
SSPT,30-May-2018,1056.29,1066.63,1056.29,1062.28,0
SSPU,30-May-2018,1615.7,1628.41,1612.22,1626.79,0
SSRF,30-May-2018,771.97,772.12,770.76,772.09,0
SSRW,30-May-2018,7982.48,8130.1,7982.48,8114.2,0
SSTH,30-May-2018,24.24,33.33,24.24,30.3,0
SSTR,30-May-2018,287.44,287.88,286.58,286.86,0
SSTU,30-May-2018,382.82,386.84,381.31,386.01,0
SSTW,30-May-2018,51.51,96.96,51.51,90.9,0
SSUC,30-May-2018,308.87,311.44,307.35,311.22,0
SSUP,30-May-2018,66.73,67.26,66.38,67.21,0
SSUT,30-May-2018,116.23,117.16,115.62,117.07,0
SSWP,30-May-2018,96.93,97.54,96.31,97.48,0
STCE,30-May-2018,633.17,633.17,626.52,632.08,0
STCL,30-May-2018,612.31,615.84,608.78,615.19,0
STFE,30-May-2018,2142.43,2151.12,2126.18,2151.12,0
STFU,30-May-2018,2070.11,2096.59,2065.17,2093.61,0
STIC,30-May-2018,1273.51,1273.51,1262.4,1273.14,0
STIF,30-May-2018,1867.99,1873.3,1857.37,1870.59,0
STIL,30-May-2018,1234.16,1263.2,1226.29,1258.7,0
STIR,30-May-2018,2434.5,2465.16,2429.5,2464.8,0
STIS,30-May-2018,1084.09,1089.99,1080.77,1089.99,0
STMP,30-May-2018,276.48,281.47,276.48,281.33,0
STNC,30-May-2018,734.44,738.13,733.57,735.81,13466200
STNU,30-May-2018,768.87,770.83,764.96,770.44,13518300
STRA,30-May-2018,151.72,153.3,151.72,153.25,0
STRB,30-May-2018,122.08,122.56,122.04,122.56,0
STRC,30-May-2018,135.55,136.51,135.55,136.5,0
STRD,30-May-2018,119.3,119.58,119.19,119.58,0
STRL,30-May-2018,5496.3,5563.11,5457.59,5536.73,0
STRN,30-May-2018,4749.6,4796.86,4749.6,4787.52,0
STRS,30-May-2018,169.37,169.37,166.86,167.19,0
STRT,30-May-2018,357.17,360.56,357.17,359.93,0
STRU,30-May-2018,867.87,879.21,867.13,877.21,0
STSI,30-May-2018,1060.7,1066.26,1033.36,1037.17,0
STSU,30-May-2018,1222.05,1222.05,1200,1201.66,0
STSY,30-May-2018,1105.14,1105.25,1097.74,1100.79,0
STTR,30-May-2018,1412.47,1416.19,1409.49,1412.29,0
SUCD,30-May-2018,345.81,349.17,345.81,348.7,0
SUCS,30-May-2018,350.42,355.81,350.42,355.03,0
SUEP,30-May-2018,394,407.69,394,406.05,0
SUFD,30-May-2018,60.71,92.85,60.71,89.28,0
SUFI,30-May-2018,42.85,60.71,42.85,60.71,0
SUFP,30-May-2018,189.95,194.22,189.95,193.64,0
SUHC,30-May-2018,371.63,375.94,371.63,374.78,0
SUIP,30-May-2018,376.51,380.87,376.45,380.13,0
SUJP,30-May-2018,163.41,163.41,161.3,161.61,0
SUKP,30-May-2018,1534.91,1546.99,1531.97,1546.99,0
SUKS,30-May-2018,1240.61,1252.62,1237.52,1252.01,0
SUMI,30-May-2018,313.71,317.89,313.71,317.03,0
SUNI,30-May-2018,123.34,124.69,122.85,124.43,0
SUOF,30-May-2018,53.57,64.28,53.57,64.28,0
SUOH,30-May-2018,28.57,42.85,28.57,39.28,0
SUPI,30-May-2018,300.76,303.71,299.46,303.06,0
SURI,30-May-2018,296.9,302.17,295.86,301.22,0
SUTH,30-May-2018,25,35.71,25,35.71,0
SUTP,30-May-2018,170.04,171.54,170.04,171.28,0
SUTW,30-May-2018,57.14,89.28,57.14,89.28,0
SVFD,30-May-2018,37.09,75.8,29.03,69.35,0
SVFI,30-May-2018,58.06,64.51,56.45,62.9,0
SVOF,30-May-2018,37.09,48.38,37.09,45.16,0
SVOH,30-May-2018,50,59.67,50,58.06,0
SVTH,30-May-2018,61.29,61.29,59.67,61.29,0
SVTR,30-May-2018,164.03,164.06,159.1,162.88,0
SVTW,30-May-2018,59.67,74.19,56.45,69.35,0
SW0B,30-May-2018,62.16,63.72,62.03,63.71,0
SW0C,30-May-2018,83.38,83.79,82.76,83.79,0
SW0D,30-May-2018,115.28,115.36,114.31,114.99,0
SW0E,30-May-2018,131.09,131.19,129.91,130.94,0
SW0F,30-May-2018,146.23,146.49,145.67,146.42,0
SW0G,30-May-2018,157.23,158.38,156.7,158.36,0
SW0H,30-May-2018,68.74,68.76,68.07,68.75,0
SW0I,30-May-2018,152.71,152.82,151.06,152.15,0
SW1A,30-May-2018,52.56,53.04,52.41,53.04,0
SW1B,30-May-2018,468.58,469.32,465.24,469.29,0
SW1C,30-May-2018,295.42,295.51,293.36,295.48,0
SW1J,30-May-2018,77.52,78.14,77.3,78.12,0
SWFI,30-May-2018,1097.57,1122.16,1097.57,1118.74,0
SWIB,30-May-2018,2534.74,2544.38,2530.43,2544.3,0
SWIT,30-May-2018,3272.98,3287.41,3262.7,3281.34,0
SWML,30-May-2018,377.51,384.91,377.51,384.7,0
SWSP,30-May-2018,278.73,284.23,277.13,283.79,0
SWTE,30-May-2018,371.07,376.37,371.07,375.62,0
SWTM,30-May-2018,493.74,501.36,493.74,500.1,0
SWTS,30-May-2018,464.68,473.29,464.68,471.91,0
SWTT,30-May-2018,384.76,390.33,384.76,389.54,0
SWUB,30-May-2018,2047.71,2077.72,2047.71,2072.8,0
SWUL,30-May-2018,1036.97,1042.26,1036.17,1037.42,0
SWUT,30-May-2018,2867.72,2912.46,2867.72,2904.31,0
SXTR,30-May-2018,659.09,665.5,656.36,664.13,0
SYFD,30-May-2018,43.9,63.41,43.9,56.09,0
SYFI,30-May-2018,51.21,59.75,51.21,56.09,0
SYOF,30-May-2018,37.8,45.12,37.8,42.68,0
SYOH,30-May-2018,46.34,50,43.9,50,0
SYTH,30-May-2018,52.43,57.31,52.43,54.87,0
SYTR,30-May-2018,1073.16,1093.12,1073.16,1089.72,0
SYTW,30-May-2018,53.65,63.41,53.65,59.75,0
SZTR,30-May-2018,2661.79,2695.04,2661.79,2691.99,0
TACK,30-May-2018,10003,10416,9816,9955,0
TACX,30-May-2018,3,416,-184,-45,0
TICK,30-May-2018,9991,10881,9501,9672,0
TICX,30-May-2018,-9,881,-499,-328,0
TNX,30-May-2018,2.86,2.86,2.82,2.84,0
TOOC,30-May-2018,18505.09,18593.87,18466.03,18593.56,187813100
TQCK,30-May-2018,10001,10674,9562,9562,0
TQCX,30-May-2018,1,674,-438,-438,0
TRIA,30-May-2018,0.97,1.39,0.55,0.55,0
TRIN,30-May-2018,0.36,1.68,0.36,0.7,0
TRIQ,30-May-2018,3.97,3.97,0.69,1.1,0
TTCD,30-May-2018,218.76,219.87,218.5,219.44,6130500
TTCS,30-May-2018,525.93,529.38,525.31,527.99,3450200
TTEN,30-May-2018,199.79,202.6,199.79,202.36,50085300
TTFS,30-May-2018,297.85,298.03,295.73,297.86,24574100
TTGD,30-May-2018,189.98,191.67,189.11,190.1,45241900
TTHC,30-May-2018,92.95,93.51,92.4,93.16,11331800
TTIN,30-May-2018,253.85,257.19,253.66,257.07,25291000
TTMT,30-May-2018,246.85,248.62,246.36,248.57,37118300
TTRE,30-May-2018,308.58,309.95,308.32,309.61,6089200
TTTK,30-May-2018,78.71,78.93,78.37,78.89,3612600
TTTS,30-May-2018,160.05,160.6,159.3,159.57,2531800
TTUT,30-May-2018,224.8,225.14,223.74,225.01,4771800
TXBE,30-May-2018,196.68,199.08,196.68,199.07,43667800
TXBM,30-May-2018,130.64,132.68,130.49,132.64,43548600
TXCT,30-May-2018,139.72,139.8,138.7,139.18,2350700
TXCX,30-May-2018,15972.31,16048.93,15938.59,16048.66,187813100
TXDC,30-May-2018,127.74,128.33,127.45,128.33,117177600
TXDE,30-May-2018,332.49,332.49,329.5,331.91,11074100
TXDV,30-May-2018,254.99,256.39,254.46,256.34,53247200
TXEI,30-May-2018,106.81,107.3,106.5,107.3,44714300
TXEW,30-May-2018,147.89,148.87,147.72,148.84,86014600
TXFO,30-May-2018,995.94,1002.37,995.75,1002.36,101798500
TXGM,30-May-2018,73.54,74.31,73.51,74.2,101671900
TXOE,30-May-2018,240.3,242.72,240.09,242.7,26477400
TXPR,30-May-2018,704.92,707.29,704.24,706.82,1651200
TXSC,30-May-2018,1045.04,1049.51,1042.16,1049.48,86014600
TXSI,30-May-2018,129.85,130.94,129.7,130.86,15238900
TXSX,30-May-2018,945.06,949.09,942.45,949.07,86014600
TXTW,30-May-2018,645.87,649.68,645.44,649.63,68220400
TYX,30-May-2018,3.05,3.05,3,3.01,0
UNCA,30-May-2018,30,30,8,18,7566500
UNCD,30-May-2018,1,4,1,4,4900
UNCE,30-May-2018,23,131,5,131,4191300
UNCN,30-May-2018,77,77,19,43,79379600
UNCQ,30-May-2018,174,174,81,136,28870000
UNCS,30-May-2018,114,207,114,204,23724600
UNCT,30-May-2018,281,281,126,197,115816100
UNCV,30-May-2018,135,364,135,364,46727400
UNCX,30-May-2018,249,568,249,568,70452000
UOI,30-May-2018,13.52,13.85,13.49,13.77,0
UTY,30-May-2018,639.92,647.79,638.87,646.34,0
UVCA,30-May-2018,0.1,8.08,0.09,7.56,0
UVCD,30-May-2018,1.66,2.18,1.66,2.18,0
UVCE,30-May-2018,0.41,9.25,0.11,4.19,0
UVCN,30-May-2018,1.27,79.38,1.27,79.37,0
UVCQ,30-May-2018,0.76,32.93,0.76,28.87,0
UVCS,30-May-2018,2.48,23.72,2.48,23.72,0
UVCT,30-May-2018,2.14,120.37,2.14,115.81,0
UVCV,30-May-2018,8.28,46.72,8.28,46.72,0
UVCX,30-May-2018,10.77,70.45,10.77,70.45,0
VFWA,30-May-2018,16.92,17.04,16.46,16.61,0
VFWB,30-May-2018,18.49,18.68,18.3,18.57,0
VIX,30-May-2018,16.6,16.64,14.65,14.94,0
VVOL,30-May-2018,18.27,18.43,18.04,18.28,0
VWA,30-May-2018,16.35,17.67,14.9,15.21,0
VWB,30-May-2018,15.49,15.96,14.39,14.65,0
VXB,30-May-2018,15.95,16.36,14.65,14.92,0
VXD,30-May-2018,17.29,17.29,15.05,15.55,0
VXDE,30-May-2018,17.57,17.66,16.56,17.35,0
VXJU,30-May-2018,16.06,16.08,13.99,14.28,0
VXMA,30-May-2018,17.74,17.8,17.17,17.61,0
VXN,30-May-2018,18.42,18.42,16.96,17.07,0
VXO,30-May-2018,14.83,15.14,13.33,13.56,0
VXSE,30-May-2018,16.8,16.85,16.16,16.3,0
VXV,30-May-2018,16.56,16.6,15.86,16,0
WIV,30-May-2018,32.15,32.25,29.08,30.05,0
WIX,30-May-2018,32.15,32.25,29.08,30.05,0
XAU,30-May-2018,83.35,84.2,83.3,83.85,0
XAX,30-May-2018,2722.39,2780.97,2717.16,2778.44,0
XDS,30-May-2018,101.01,101.24,100.92,101.07,0
XEO,30-May-2018,1185.85,1197.01,1185.01,1194.9,0
XMI,30-May-2018,2406.43,2435.51,2406.43,2431.52,0
XOI,30-May-2018,1509.43,1546.78,1509.43,1540.27,0
XSP,30-May-2018,270.24,272.93,270.24,272.4,0
Y0FD,30-May-2018,41.48,42.96,38.51,39.75,0
Y0FI,30-May-2018,36.54,37.03,34.07,34.07,0
Y0OF,30-May-2018,32.09,33.08,30.86,31.35,0
Y0OH,30-May-2018,35.8,36.54,34.81,34.81,0
Y0TH,30-May-2018,41.23,42.96,41.23,42.71,0
Y0TW,30-May-2018,40.74,42.46,39.75,40.74,0
Y1FD,30-May-2018,18.18,36.36,9.09,36.36,0
Y1FI,30-May-2018,72.72,81.81,72.72,81.81,0
Y1OF,30-May-2018,54.54,68.18,54.54,63.63,0
Y1OH,30-May-2018,50,54.54,50,50,0
Y1TH,30-May-2018,50,54.54,50,50,0
Y1TW,30-May-2018,63.63,77.27,63.63,77.27,0
Y2FD,30-May-2018,20,40,13.33,33.33,0
Y2FI,30-May-2018,73.33,86.66,73.33,86.66,0
Y2OF,30-May-2018,60,73.33,60,66.66,0
Y2OH,30-May-2018,60,66.66,60,60,0
Y2TH,30-May-2018,60,66.66,60,60,0
Y2TW,30-May-2018,66.66,80,60,80,0
Y3FD,30-May-2018,20.4,41.15,20.4,40.13,0
Y3FI,30-May-2018,45.57,57.14,44.55,57.14,0
Y3OF,30-May-2018,32.65,38.43,32.65,37.41,0
Y3OH,30-May-2018,29.59,36.39,29.59,34.69,0
Y3TH,30-May-2018,42.17,48.97,42.17,48.97,0
Y3TW,30-May-2018,31.97,39.79,31.63,39.79,0
Y5FD,30-May-2018,43.77,55.02,41.76,55.02,0
Y5FI,30-May-2018,67.87,69.07,61.84,69.07,0
Y5OF,30-May-2018,55.02,58.23,54.21,58.23,0
Y5OH,30-May-2018,49.39,52.61,47.79,52.2,0
Y5TH,30-May-2018,50.6,53.01,49.39,53.01,0
Y5TW,30-May-2018,50.6,56.22,48.19,55.02,0
Y6FD,30-May-2018,27.27,40.9,22.72,27.27,0
Y6FI,30-May-2018,63.63,63.63,54.54,59.09,0
Y6OF,30-May-2018,40.9,45.45,40.9,45.45,0
Y6OH,30-May-2018,36.36,36.36,36.36,36.36,0
Y6TH,30-May-2018,36.36,45.45,36.36,40.9,0
Y6TW,30-May-2018,63.63,63.63,45.45,50,0
Y7FD,30-May-2018,72.72,81.81,63.63,72.72,0
Y7FI,30-May-2018,72.72,72.72,63.63,63.63,0
Y7OF,30-May-2018,72.72,72.72,63.63,72.72,0
Y7OH,30-May-2018,54.54,63.63,54.54,63.63,0
Y7TH,30-May-2018,54.54,54.54,54.54,54.54,0
Y7TW,30-May-2018,81.81,81.81,81.81,81.81,0
Y8FD,30-May-2018,56.75,91.89,54.05,86.48,0
Y8FI,30-May-2018,62.16,72.97,56.75,70.27,0
Y8OF,30-May-2018,64.86,70.27,64.86,70.27,0
Y8OH,30-May-2018,59.45,62.16,59.45,62.16,0
Y8TH,30-May-2018,59.45,59.45,59.45,59.45,0
Y8TW,30-May-2018,16.21,40.54,16.21,37.83,0
Y9FD,30-May-2018,3.7,11.11,3.7,11.11,0
Y9FI,30-May-2018,62.96,62.96,48.14,59.25,0
Y9OF,30-May-2018,29.62,29.62,18.51,25.92,0
Y9OH,30-May-2018,22.22,22.22,14.81,22.22,0
Y9TH,30-May-2018,25.92,25.92,18.51,25.92,0
Y9TW,30-May-2018,29.62,40.74,22.22,40.74,0
YAFD,30-May-2018,73.8,78.57,45.23,57.14,0
YAFI,30-May-2018,59.52,59.52,50,54.76,0
YAOF,30-May-2018,52.38,54.76,45.23,50,0
YAOH,30-May-2018,52.38,52.38,45.23,52.38,0
YATH,30-May-2018,42.85,47.61,38.09,42.85,0
YATW,30-May-2018,50,54.76,35.71,38.09,0
YBFD,30-May-2018,22.22,33.33,11.11,33.33,0
YBFI,30-May-2018,44.44,44.44,44.44,44.44,0
YBOF,30-May-2018,33.33,33.33,33.33,33.33,0
YBOH,30-May-2018,33.33,33.33,33.33,33.33,0
YBTH,30-May-2018,44.44,55.55,44.44,55.55,0
YBTW,30-May-2018,55.55,77.77,55.55,66.66,0
YCFD,30-May-2018,44.44,66.66,40.74,66.66,0
YCFI,30-May-2018,74.07,81.48,70.37,81.48,0
YCOF,30-May-2018,62.96,62.96,62.96,62.96,0
YCOH,30-May-2018,59.25,70.37,59.25,70.37,0
YCTH,30-May-2018,74.07,77.77,70.37,77.77,0
YCTW,30-May-2018,62.96,74.07,59.25,74.07,0
YDFD,30-May-2018,62.26,73.58,37.73,64.15,0
YDFI,30-May-2018,73.58,73.58,64.15,69.81,0
YDOF,30-May-2018,56.6,62.26,56.6,62.26,0
YDOH,30-May-2018,58.49,58.49,52.83,58.49,0
YDTH,30-May-2018,54.71,56.6,50.94,54.71,0
YDTW,30-May-2018,54.71,60.37,50.94,56.6,0
YEFD,30-May-2018,33.33,47.61,23.8,42.85,0
YEFI,30-May-2018,76.19,85.71,76.19,85.71,0
YEOF,30-May-2018,61.9,76.19,61.9,71.42,0
YEOH,30-May-2018,61.9,66.66,61.9,61.9,0
YETH,30-May-2018,61.9,66.66,61.9,61.9,0
YETW,30-May-2018,76.19,76.19,57.14,71.42,0
YFFD,30-May-2018,40,55,35,45,0
YFFI,30-May-2018,70,70,60,60,0
YFOF,30-May-2018,65,70,55,65,0
YFOH,30-May-2018,55,55,55,55,0
YFTH,30-May-2018,55,60,55,60,0
